           ANÁLISE DE FREQUÊNCIA DE PALAVRAS           
Arquivo analisado: kjv-bible.txt
Estrutura utilizada: AVL Tree
Total de palavras únicas: 12965
Tempo total de execução: 1720 ms
Número de comparações: 11609472
Número de rotações: 9931
═══════════════════════════════════════════════════════
Palavra: the, Frequência: 64016
Palavra: ahiam, Frequência: 2
Palavra: scabbed, Frequência: 2
Palavra: mouldy, Frequência: 2
Palavra: desirest, Frequência: 2
Palavra: scarcely, Frequência: 2
Palavra: comprehend, Frequência: 2
Palavra: apes, Frequência: 2
Palavra: apharsachites, Frequência: 2
Palavra: almond, Frequência: 2
Palavra: scholar, Frequência: 2
Palavra: schoolmaster, Frequência: 2
Palavra: science, Frequência: 2
Palavra: corrupters, Frequência: 2
Palavra: almondiblathaim, Frequência: 2
Palavra: scornest, Frequência: 2
Palavra: corruptly, Frequência: 2
Palavra: inspiration, Frequência: 2
Palavra: mouse, Frequência: 2
Palavra: scorpion, Frequência: 2
Palavra: kinsfolk, Frequência: 2
Palavra: desperate, Frequência: 2
Palavra: despisers, Frequência: 2
Palavra: scraped, Frequência: 2
Palavra: bountiful, Frequência: 2
Palavra: scribe’s, Frequência: 2
Palavra: hindermost, Frequência: 2
Palavra: scroll, Frequência: 2
Palavra: scurvy, Frequência: 2
Palavra: instantly, Frequência: 2
Palavra: despite, Frequência: 2
Palavra: cottage, Frequência: 2
Palavra: famish, Frequência: 2
Palavra: searchest, Frequência: 2
Palavra: famished, Frequência: 2
Palavra: kirheres, Frequência: 2
Palavra: seasoned, Frequência: 2
Palavra: multiplying, Frequência: 2
Palavra: agreeth, Frequência: 2
Palavra: begettest, Frequência: 2
Palavra: munition, Frequência: 2
Palavra: securely, Frequência: 2
Palavra: concealed, Frequência: 2
Palavra: kirjathbaal, Frequência: 2
Palavra: concealeth, Frequência: 2
Palavra: boys, Frequência: 2
Palavra: couched, Frequência: 2
Palavra: seemly, Frequência: 2
Palavra: fatfleshed, Frequência: 2
Palavra: adjured, Frequência: 2
Palavra: couches, Frequência: 2
Palavra: murmuring, Frequência: 2
Palavra: fathoms, Frequência: 2
Palavra: kisses, Frequência: 2
Palavra: seled, Frequência: 2
Palavra: kite, Frequência: 2
Palavra: selfwilled, Frequência: 2
Palavra: fats, Frequência: 2
Palavra: mushites, Frequência: 2
Palavra: selvedge, Frequência: 2
Palavra: senaah, Frequência: 2
Palavra: fattest, Frequência: 2
Palavra: kittim, Frequência: 2
Palavra: faultless, Frequência: 2
Palavra: knead, Frequência: 2
Palavra: senir, Frequência: 2
Palavra: faulty, Frequência: 2
Palavra: sensual, Frequência: 2
Palavra: apothecaries, Frequência: 2
Palavra: detain, Frequência: 2
Palavra: sentences, Frequência: 2
Palavra: mustered, Frequência: 2
Palavra: conceits, Frequência: 2
Palavra: mysia, Frequência: 2
Palavra: serah, Frequência: 2
Palavra: appaim, Frequência: 2
Palavra: seraphims, Frequência: 2
Palavra: sered, Frequência: 2
Palavra: serjeants, Frequência: 2
Palavra: kneadingtroughs, Frequência: 2
Palavra: serpent’s, Frequência: 2
Palavra: kneel, Frequência: 2
Palavra: brawling, Frequência: 2
Palavra: servest, Frequência: 2
Palavra: feathered, Frequência: 2
Palavra: bray, Frequência: 2
Palavra: servitude, Frequência: 2
Palavra: apparelled, Frequência: 2
Palavra: herewith, Frequência: 2
Palavra: feedest, Frequência: 2
Palavra: appeal, Frequência: 2
Palavra: sevens, Frequência: 2
Palavra: absence, Frequência: 2
Palavra: feeling, Frequência: 2
Palavra: breaker, Frequência: 2
Palavra: councils, Frequência: 2
Palavra: hinges, Frequência: 2
Palavra: beguile, Frequência: 2
Palavra: nachor, Frequência: 2
Palavra: severity, Frequência: 2
Palavra: sew, Frequência: 2
Palavra: sewed, Frequência: 2
Palavra: shaalbim, Frequência: 2
Palavra: shaalbonite, Frequência: 2
Palavra: shaaph, Frequência: 2
Palavra: shaaraim, Frequência: 2
Palavra: nahaliel, Frequência: 2
Palavra: naharai, Frequência: 2
Palavra: nahor’s, Frequência: 2
Palavra: feignest, Frequência: 2
Palavra: shady, Frequência: 2
Palavra: attent, Frequência: 2
Palavra: shalmai, Frequência: 2
Palavra: shalmaneser, Frequência: 2
Palavra: administered, Frequência: 2
Palavra: intents, Frequência: 2
Palavra: shameful, Frequência: 2
Palavra: hirah, Frequência: 2
Palavra: shamer, Frequência: 2
Palavra: shamgar, Frequência: 2
Palavra: ahihud, Frequência: 2
Palavra: shape, Frequência: 2
Palavra: shapher, Frequência: 2
Palavra: sharezer, Frequência: 2
Palavra: fellowlabourer, Frequência: 2
Palavra: fellowlabourers, Frequência: 2
Palavra: sharpen, Frequência: 2
Palavra: naphish, Frequência: 2
Palavra: concern, Frequência: 2
Palavra: sharper, Frequência: 2
Palavra: sharply, Frequência: 2
Palavra: shashak, Frequência: 2
Palavra: fellowprisoner, Frequência: 2
Palavra: naphtuhim, Frequência: 2
Palavra: shaveh, Frequência: 2
Palavra: appearances, Frequência: 2
Palavra: countenances, Frequência: 2
Palavra: dial, Frequência: 2
Palavra: narrowly, Frequência: 2
Palavra: sheariah, Frequência: 2
Palavra: concerneth, Frequência: 2
Palavra: fellowsoldier, Frequência: 2
Palavra: kolaiah, Frequência: 2
Palavra: dibongad, Frequência: 2
Palavra: shecaniah, Frequência: 2
Palavra: admiration, Frequência: 2
Palavra: shechem’s, Frequência: 2
Palavra: sheddeth, Frequência: 2
Palavra: sheepcote, Frequência: 2
Palavra: naturally, Frequência: 2
Palavra: interpretations, Frequência: 2
Palavra: sheet, Frequência: 2
Palavra: sheets, Frequência: 2
Palavra: clifts, Frequência: 2
Palavra: fervently, Frequência: 2
Palavra: cisterns, Frequência: 2
Palavra: sheleph, Frequência: 2
Palavra: breathing, Frequência: 2
Palavra: shelomoth, Frequência: 2
Palavra: shelter, Frequência: 2
Palavra: invade, Frequência: 2
Palavra: shemer, Frequência: 2
Palavra: countrymen, Frequência: 2
Palavra: labourer, Frequência: 2
Palavra: concourse, Frequência: 2
Palavra: coupleth, Frequência: 2
Palavra: shenir, Frequência: 2
Palavra: shepham, Frequência: 2
Palavra: breed, Frequência: 2
Palavra: shepherd’s, Frequência: 2
Palavra: sheriffs, Frequência: 2
Palavra: sheshach, Frequência: 2
Palavra: behoved, Frequência: 2
Palavra: nearer, Frequência: 2
Palavra: sheth, Frequência: 2
Palavra: hul, Frequência: 2
Palavra: sheva, Frequência: 2
Palavra: appeased, Frequência: 2
Palavra: shewedst, Frequência: 2
Palavra: bribe, Frequência: 2
Palavra: nebaioth, Frequência: 2
Palavra: shilhi, Frequência: 2
Palavra: shillem, Frequência: 2
Palavra: huldah, Frequência: 2
Palavra: axletrees, Frequência: 2
Palavra: diet, Frequência: 2
Palavra: abelbethmaachah, Frequência: 2
Palavra: shimeath, Frequência: 2
Palavra: appertain, Frequência: 2
Palavra: lackest, Frequência: 2
Palavra: comfortable, Frequência: 2
Palavra: differeth, Frequência: 2
Palavra: altered, Frequência: 2
Palavra: needed, Frequência: 2
Palavra: needle, Frequência: 2
Palavra: fightings, Frequência: 2
Palavra: appertaineth, Frequência: 2
Palavra: shipmaster, Frequência: 2
Palavra: irad, Frequência: 2
Palavra: dignities, Frequência: 2
Palavra: shipwreck, Frequência: 2
Palavra: bakbuk, Frequência: 2
Palavra: shobach, Frequência: 2
Palavra: shobai, Frequência: 2
Palavra: shochoh, Frequência: 2
Palavra: diklah, Frequência: 2
Palavra: filledst, Frequência: 2
Palavra: shomer, Frequência: 2
Palavra: ladies, Frequência: 2
Palavra: briefly, Frequência: 2
Palavra: negligent, Frequência: 2
Palavra: shooting, Frequência: 2
Palavra: shophach, Frequência: 2
Palavra: lading, Frequência: 2
Palavra: altereth, Frequência: 2
Palavra: iram, Frequência: 2
Palavra: shorter, Frequência: 2
Palavra: lahairoi, Frequência: 2
Palavra: shoshannim, Frequência: 2
Palavra: courteously, Frequência: 2
Palavra: findest, Frequência: 2
Palavra: nephew, Frequência: 2
Palavra: finest, Frequência: 2
Palavra: nephews, Frequência: 2
Palavra: nephthalim, Frequência: 2
Palavra: shrank, Frequência: 2
Palavra: shua, Frequência: 2
Palavra: shual, Frequência: 2
Palavra: nephtoah, Frequência: 2
Palavra: shuhamites, Frequência: 2
Palavra: fining, Frequência: 2
Palavra: shulamite, Frequência: 2
Palavra: irijah, Frequência: 2
Palavra: lama, Frequência: 2
Palavra: shuni, Frequência: 2
Palavra: dimness, Frequência: 2
Palavra: dimon, Frequência: 2
Palavra: netophah, Frequência: 2
Palavra: sibbecai, Frequência: 2
Palavra: sibbechai, Frequência: 2
Palavra: netophathites, Frequência: 2
Palavra: lamb’s, Frequência: 2
Palavra: firebrand, Frequência: 2
Palavra: azaliah, Frequência: 2
Palavra: dinhabah, Frequência: 2
Palavra: humbly, Frequência: 2
Palavra: newly, Frequência: 2
Palavra: sieve, Frequência: 2
Palavra: newness, Frequência: 2
Palavra: apprehend, Frequência: 2
Palavra: neziah, Frequência: 2
Palavra: firstfruit, Frequência: 2
Palavra: believers, Frequência: 2
Palavra: nicolaitans, Frequência: 2
Palavra: signified, Frequência: 2
Palavra: alush, Frequência: 2
Palavra: dippeth, Frequência: 2
Palavra: nimrim, Frequência: 2
Palavra: climbed, Frequência: 2
Palavra: brokenhearted, Frequência: 2
Palavra: coveredst, Frequência: 2
Palavra: coverest, Frequência: 2
Palavra: landed, Frequência: 2
Palavra: ishbak, Frequência: 2
Palavra: directly, Frequência: 2
Palavra: fist, Frequência: 2
Palavra: sina, Frequência: 2
Palavra: approached, Frequência: 2
Palavra: sincere, Frequência: 2
Palavra: coverings, Frequência: 2
Palavra: nisan, Frequência: 2
Palavra: nisroch, Frequência: 2
Palavra: nitre, Frequência: 2
Palavra: noadiah, Frequência: 2
Palavra: singer, Frequência: 2
Palavra: noah’s, Frequência: 2
Palavra: single, Frequência: 2
Palavra: condemning, Frequência: 2
Palavra: sinite, Frequência: 2
Palavra: flagon, Frequência: 2
Palavra: ishmaelites, Frequência: 2
Palavra: aul, Frequência: 2
Palavra: sinning, Frequência: 2
Palavra: brotherhood, Frequência: 2
Palavra: nogah, Frequência: 2
Palavra: approaching, Frequência: 2
Palavra: sirion, Frequência: 2
Palavra: sisamai, Frequência: 2
Palavra: laodiceans, Frequência: 2
Palavra: flatter, Frequência: 2
Palavra: ishtob, Frequência: 2
Palavra: lapped, Frequência: 2
Palavra: lappeth, Frequência: 2
Palavra: flattery, Frequência: 2
Palavra: northern, Frequência: 2
Palavra: situation, Frequência: 2
Palavra: discerning, Frequência: 2
Palavra: sixscore, Frequência: 2
Palavra: noses, Frequência: 2
Palavra: flea, Frequência: 2
Palavra: brow, Frequência: 2
Palavra: fleddest, Frequência: 2
Palavra: lapwing, Frequência: 2
Palavra: notice, Frequência: 2
Palavra: skipped, Frequência: 2
Palavra: fleshhook, Frequência: 2
Palavra: bruising, Frequência: 2
Palavra: discord, Frequência: 2
Palavra: flew, Frequência: 2
Palavra: bruit, Frequência: 2
Palavra: coveteth, Frequência: 2
Palavra: slanders, Frequência: 2
Palavra: brute, Frequência: 2
Palavra: aprons, Frequência: 2
Palavra: floats, Frequência: 2
Palavra: numbering, Frequência: 2
Palavra: hit, Frequência: 2
Palavra: adna, Frequência: 2
Palavra: adnah, Frequência: 2
Palavra: nursed, Frequência: 2
Palavra: slightly, Frequência: 2
Palavra: slime, Frequência: 2
Palavra: slipped, Frequência: 2
Palavra: conducted, Frequência: 2
Palavra: nuts, Frequência: 2
Palavra: buffet, Frequência: 2
Palavra: slothfulness, Frequência: 2
Palavra: flourished, Frequência: 2
Palavra: flourisheth, Frequência: 2
Palavra: flourishing, Frequência: 2
Palavra: discovereth, Frequência: 2
Palavra: smallest, Frequência: 2
Palavra: hungered, Frequência: 2
Palavra: smelled, Frequência: 2
Palavra: oars, Frequência: 2
Palavra: smitest, Frequência: 2
Palavra: arabah, Frequência: 2
Palavra: latin, Frequência: 2
Palavra: oath’s, Frequência: 2
Palavra: disdained, Frequência: 2
Palavra: smoother, Frequência: 2
Palavra: smyrna, Frequência: 2
Palavra: snail, Frequência: 2
Palavra: coney, Frequência: 2
Palavra: obeyedst, Frequência: 2
Palavra: cozbi, Frequência: 2
Palavra: snuffed, Frequência: 2
Palavra: foameth, Frequência: 2
Palavra: foaming, Frequência: 2
Palavra: soap, Frequência: 2
Palavra: soberly, Frequência: 2
Palavra: sobriety, Frequência: 2
Palavra: comforts, Frequência: 2
Palavra: socoh, Frequência: 2
Palavra: sod, Frequência: 2
Palavra: baladan, Frequência: 2
Palavra: lawfully, Frequência: 2
Palavra: craftsman, Frequência: 2
Palavra: beloved’s, Frequência: 2
Palavra: obstinate, Frequência: 2
Palavra: austere, Frequência: 2
Palavra: bukkiah, Frequência: 2
Palavra: aaronites, Frequência: 2
Palavra: bull, Frequência: 2
Palavra: obtaineth, Frequência: 2
Palavra: solemnity, Frequência: 2
Palavra: solemnly, Frequência: 2
Palavra: dishonest, Frequência: 2
Palavra: bulrushes, Frequência: 2
Palavra: aran, Frequência: 2
Palavra: somebody, Frequência: 2
Palavra: sometime, Frequência: 2
Palavra: huntest, Frequência: 2
Palavra: occupy, Frequência: 2
Palavra: layest, Frequência: 2
Palavra: odious, Frequência: 2
Palavra: bundles, Frequência: 2
Palavra: odour, Frequência: 2
Palavra: ararat, Frequência: 2
Palavra: sooner, Frequência: 2
Palavra: burdened, Frequência: 2
Palavra: crane, Frequência: 2
Palavra: sophereth, Frequência: 2
Palavra: sorcerer, Frequência: 2
Palavra: hunting, Frequência: 2
Palavra: adoniram, Frequência: 2
Palavra: forbearance, Frequência: 2
Palavra: sorely, Frequência: 2
Palavra: offender, Frequência: 2
Palavra: forbeareth, Frequência: 2
Palavra: sorrowed, Frequência: 2
Palavra: issues, Frequência: 2
Palavra: sorrowing, Frequência: 2
Palavra: atad, Frequência: 2
Palavra: offscouring, Frequência: 2
Palavra: sosthenes, Frequência: 2
Palavra: sotai, Frequência: 2
Palavra: arbathite, Frequência: 2
Palavra: forcing, Frequência: 2
Palavra: achaz, Frequência: 2
Palavra: leaneth, Frequência: 2
Palavra: forecast, Frequência: 2
Palavra: forefathers, Frequência: 2
Palavra: archangel, Frequência: 2
Palavra: agabus, Frequência: 2
Palavra: archer, Frequência: 2
Palavra: sowing, Frequência: 2
Palavra: foreigner, Frequência: 2
Palavra: foreigners, Frequência: 2
Palavra: spain, Frequência: 2
Palavra: foreknowledge, Frequência: 2
Palavra: dispossess, Frequência: 2
Palavra: ohad, Frequência: 2
Palavra: sparingly, Frequência: 2
Palavra: spark, Frequência: 2
Palavra: dispossessed, Frequência: 2
Palavra: sparrow, Frequência: 2
Palavra: oiled, Frequência: 2
Palavra: bendeth, Frequência: 2
Palavra: speaker, Frequência: 2
Palavra: foreseeth, Frequência: 2
Palavra: spearmen, Frequência: 2
Palavra: special, Frequência: 2
Palavra: adonizedek, Frequência: 2
Palavra: olivet, Frequência: 2
Palavra: asswaged, Frequência: 2
Palavra: citizen, Frequência: 2
Palavra: foretold, Frequência: 2
Palavra: disputings, Frequência: 2
Palavra: spider’s, Frequência: 2
Palavra: forgavest, Frequência: 2
Palavra: ithream, Frequência: 2
Palavra: leasing, Frequência: 2
Palavra: bamoth, Frequência: 2
Palavra: forgetful, Frequência: 2
Palavra: onesimus, Frequência: 2
Palavra: spitefully, Frequência: 2
Palavra: onesiphorus, Frequência: 2
Palavra: forgettest, Frequência: 2
Palavra: one’s, Frequência: 2
Palavra: leaveneth, Frequência: 2
Palavra: archippus, Frequência: 2
Palavra: dissimulation, Frequência: 2
Palavra: forgiveth, Frequência: 2
Palavra: openest, Frequência: 2
Palavra: sporting, Frequência: 2
Palavra: churl, Frequência: 2
Palavra: spouses, Frequência: 2
Palavra: formeth, Frequência: 2
Palavra: forms, Frequência: 2
Palavra: distil, Frequência: 2
Palavra: sprigs, Frequência: 2
Palavra: hobab, Frequência: 2
Palavra: achim, Frequência: 2
Palavra: fornicator, Frequência: 2
Palavra: crime, Frequência: 2
Palavra: busybodies, Frequência: 2
Palavra: sprinkleth, Frequência: 2
Palavra: lefthanded, Frequência: 2
Palavra: husbandry, Frequência: 2
Palavra: spun, Frequência: 2
Palavra: benejaakan, Frequência: 2
Palavra: arcturus, Frequência: 2
Palavra: crimes, Frequência: 2
Palavra: squares, Frequência: 2
Palavra: stable, Frequência: 2
Palavra: forsaking, Frequência: 2
Palavra: orator, Frequência: 2
Palavra: stablisheth, Frequência: 2
Palavra: distribution, Frequência: 2
Palavra: lehabim, Frequência: 2
Palavra: henceforward, Frequência: 2
Palavra: stakes, Frequência: 2
Palavra: lemuel, Frequência: 2
Palavra: lender, Frequência: 2
Palavra: orpah, Frequência: 2
Palavra: stammering, Frequência: 2
Palavra: stamp, Frequência: 2
Palavra: forsookest, Frequência: 2
Palavra: oshea, Frequência: 2
Palavra: ospray, Frequência: 2
Palavra: ossifrage, Frequência: 2
Palavra: heron, Frequência: 2
Palavra: abida, Frequência: 2
Palavra: fortresses, Frequência: 2
Palavra: amazement, Frequência: 2
Palavra: buyest, Frequência: 2
Palavra: beno, Frequência: 2
Palavra: lengthen, Frequência: 2
Palavra: forwardness, Frequência: 2
Palavra: closet, Frequência: 2
Palavra: stealing, Frequência: 2
Palavra: crispus, Frequência: 2
Palavra: stedfastness, Frequência: 2
Palavra: leopards, Frequência: 2
Palavra: step, Frequência: 2
Palavra: banished, Frequência: 2
Palavra: buzite, Frequência: 2
Palavra: adoram, Frequência: 2
Palavra: outwardly, Frequência: 2
Palavra: crop, Frequência: 2
Palavra: areli, Frequência: 2
Palavra: leshem, Frequência: 2
Palavra: stilled, Frequência: 2
Palavra: sting, Frequência: 2
Palavra: stinketh, Frequência: 2
Palavra: cabul, Frequência: 2
Palavra: fourfold, Frequência: 2
Palavra: doctors, Frequência: 2
Palavra: cage, Frequência: 2
Palavra: adorn, Frequência: 2
Palavra: stonest, Frequência: 2
Palavra: banishment, Frequência: 2
Palavra: overflowed, Frequência: 2
Palavra: izrahiah, Frequência: 2
Palavra: stooping, Frequência: 2
Palavra: fox, Frequência: 2
Palavra: dodanim, Frequência: 2
Palavra: storehouse, Frequência: 2
Palavra: calah, Frequência: 2
Palavra: overlaying, Frequência: 2
Palavra: frameth, Frequência: 2
Palavra: overpast, Frequência: 2
Palavra: story, Frequência: 2
Palavra: oversee, Frequência: 2
Palavra: stouthearted, Frequência: 2
Palavra: overshadow, Frequência: 2
Palavra: fraud, Frequência: 2
Palavra: henoch, Frequência: 2
Palavra: straits, Frequência: 2
Palavra: strakes, Frequência: 2
Palavra: freed, Frequência: 2
Palavra: freedom, Frequência: 2
Palavra: afoot, Frequência: 2
Palavra: stranger’s, Frequência: 2
Palavra: overtaken, Frequência: 2
Palavra: ahlai, Frequência: 2
Palavra: bered, Frequência: 2
Palavra: dog’s, Frequência: 2
Palavra: strengthening, Frequência: 2
Palavra: fried, Frequência: 2
